IDX,PeriodStart,PeriodEnd,Type,HeadquarteredCountries,AnnualRevenue,ReportingEntities,IncludedEntities,ABN,ACN,ARBN,Link,IndustrySectors,RelatedStatements
2024-1259,2023-01-01,2023-12-31,Single,Germany,400-450M,FUCHS LUBRICANTS (AUSTRALASIA) PTY LTD (88 005 681 916),NULON PRODUCTS AUSTRALIA PTY LTD (55 000 057 036),"88005681916, 55000057036",,,https://modernslaveryregister.gov.au/statements/18573/,"Mining, metals, chemicals and resources (including oil and gas)","2023-1346, 2022-972, 2021-2074"
2024-1248,2023-01-01,2023-12-31,Single,Italy,1BN+,Intesa Sanpaolo SpA,,,,156153829,https://modernslaveryregister.gov.au/statements/18571/,"Financial, insurance and real estate activities",2023-1503
2024-1243,2023-01-01,2023-12-31,Single,Australia,1BN+,WILMAR TRADING (AUSTRALIA) PTY LTD (58 128 080 455),Queensland Bulk Terminals Pty Ltd (89 138 437 260),"89138437260, 58128080455",,,https://modernslaveryregister.gov.au/statements/18569/,"Food and beverages, agriculture and fishing","2023-1167, 2022-900, 2021-1959"
2024-1244,2023-01-01,2023-12-31,Single,"Australia, Japan",1BN+,SUMITOMO FORESTRY AUSTRALIA PTY LTD (70 101 550 109),"Scott Park Group Pty Ltd, The Trustee for HENLEY ARCH UNIT TRUST (61 415 474 786), WISDOM PROPERTIES GROUP PTY LTD (82 089 425 829)","70101550109, 61415474786, 82089425829",118798253,,https://modernslaveryregister.gov.au/statements/18568/,"Financial, insurance and real estate activities","2024-1516, 2024-1283, 2023-1415, 2023-1250, 2023-1221, 2022-1457, 2022-1272, 2022-1132, 2022-785, 2021-2356, 2021-2241, 2021-2035"
2024-1238,2023-01-01,2023-12-31,Single,Australia,400-450M,EQUIFAX AUSTRALIA HOLDINGS PTY LTD (37 609 497 494),,37609497494,,,https://modernslaveryregister.gov.au/statements/18564/,"Financial, insurance and real estate activities","2023-1242, 2022-1225, 2021-2768"
2024-1241,2023-01-01,2023-12-31,Single,United States of America,600-700M,BERKSHIRE HATHAWAY SPECIALTY INSURANCE COMPANY (84 600 643 034),,84600643034,,,https://modernslaveryregister.gov.au/statements/18563/,"Financial, insurance and real estate activities","2023-1290, 2022-987, 2022-989"
2024-1239,2023-01-01,2023-12-31,Single,Australia,250-300M,GALDERMA AUSTRALIA PTY LTD (12 003 976 930),,12003976930,,,https://modernslaveryregister.gov.au/statements/18562/,"Cosmetics and toiletries
Healthcare and pharmaceuticals","2023-998, 2022-870, 2021-2407"
2024-1254,2023-01-01,2023-12-31,Single,Australia,1BN+,INCHCAPE AUSTRALIA LIMITED (50 050 035 277),,50050035277,,,https://modernslaveryregister.gov.au/statements/18548/,"Automotive, machinery and heavy electrical equipment
Transportation, logistics, and storage","2023-1000, 2022-982, 2021-1946"
2024-1255,2023-01-01,2023-12-31,Single,Australia,900M-1BN,MEARS GROUP PTY LTD (92 149 486 500),"CONSOLIDATED POWER PROJECTS AUSTRALIA PTY LTD (18 075 411 219), Enscope Pty Ltd (38 136 478 030), NACAP PTY LTD (33 006 306 994), QUANTA SERVICES AUSTRALIA PTY LTD (11 164 311 997)","18075411219, 38136478030, 92149486500, 33006306994, 11164311997",,,https://modernslaveryregister.gov.au/statements/18536/,"Construction, civil engineering and building products","2023-1464, 2022-1331, 2021-1728"
2024-1245,2023-01-01,2023-12-31,Single,Australia,250-300M,MTR CORPORATION (SYDNEY) SMCSW PTY LIMITED (53 615 158 122),,53615158122,,,https://modernslaveryregister.gov.au/statements/18519/,Other,"2022-1234, 2021-2173"
2024-1261,2023-01-01,2023-12-31,Single,Australia,150-200M,JA SOLAR AUSTRALIA PTY LIMITED (68 164 221 005),,68164221005,,,https://modernslaveryregister.gov.au/statements/18507/,Other,"2023-991, 2022-1036"
2024-1237,2023-01-01,2023-12-31,Single,Australia,600-700M,BAPSH PTY LIMITED (54 605 702 618),"AUTOCARE SERVICES PTY LTD (67 004 497 607), LINX PORT SERVICES PTY LTD (44 007 427 652)","67004497607, 54605702618, 44007427652",,,https://modernslaveryregister.gov.au/statements/18496/,"Forestry, timber products, paper and containers and packaging
Transportation, logistics, and storage","2023-984, 2022-1139, 2021-2112"
2024-1234,2023-01-01,2023-12-31,Single,Australia,600-700M,BOUYGUES CONSTRUCTION AUSTRALIA PTY LTD (37 144 013 801),,37144013801,,,https://modernslaveryregister.gov.au/statements/18479/,"Construction, civil engineering and building products","2023-1044, 2022-1113, 2021-2333"
2024-1233,2023-01-01,2023-12-31,Joint,Australia,250-300M,"GENUITY PTY LTD, QUEENSLAND POWER COMPANY PTY LTD","GENUITY CALLIDE SERVICES PTY LTD, GENUITY DEVELOPMENT PTY LTD, Genuity Finance Company Pty Ltd, GENUITY RETAIL PTY LTD, GENUITY SERVICES PTY LTD, IG POWER MARKETING PTY LTD, Millmerran Holdings I Ltd, MILLMERRAN INVESTMENT COMPANY III PTY LTD, MILLMERRAN INVESTMENT COMPANY II PTY LTD, Millmerran Investment Company I Pty Ltd, MILLMERRAN INVESTMENT COMPANY IV PTY LTD, MILLMERRAN OPERATING COMPANY PTY LTD, MILLMERRAN POWER MANAGEMENT PTY LTD, QUEENSLAND POWER (AUSTRALIA) PTY LTD",,"092452198, 163277665, 128655069, 128655096, 129658206, 080050737, 082413867, 088432599, 088432642, 088432615, 088432599, 088432679, 083536181, 084098617, 087293409, 087295583",,https://modernslaveryregister.gov.au/statements/18452/,"Utilities: gas, water and electricity",2023-1265
2024-1258,2023-01-01,2023-12-31,Joint,"Australia, United States of America",1BN+,"CONOCOPHILLIPS AUSTRALIA INVESTMENTS PTY LTD (45 636 736 199), CONOCOPHILLIPS AUSTRALIA PACIFIC LNG PTY LTD (99 132 823 173)",,"45636736199, 99132823173",,,https://modernslaveryregister.gov.au/statements/18388/,"Mining, metals, chemicals and resources (including oil and gas)","2023-1264, 2022-1269, 2021-2129"
2024-1236,2023-01-01,2023-12-31,Single,Australia,1BN+,ACCIONA INFRASTRUCTURE ASIA PACIFIC PTY LTD (19 609 210 139),"ABIGROUP LTD (63 000 358 467), ABIGROUP PROPERTIES PTY LIMITED (84 002 153 068), ACCIONA CEI AUSTRALIA FINANCE PTY LTD (18 122 363 295), ACCIONA CEI AUSTRALIA HOLDINGS PTY LIMITED (50 147 880 966), ACCIONA CEI AUSTRALIA PTY LTD (52 106 594 816), ACCIONA CONSTRUCTION AUSTRALIA PTY LTD (66 618 030 872), ACCIONA CONSTRUCTION HOLDINGS PTY LTD (59 114 553 454), ACCIONA GEOTECH HOLDING PTY LTD (99 616 868 314), ACCIONA INFRASTRUCTURE AUSTRALIA PTY LTD (52 140 915 251), ACCIONA INFRASTRUCTURE PROJECTS AUSTRALIA PTY LTD (40 000 201 516), ACCIONA M&E PTY LTD (84 006 337 113), ACCIONA RAIL PTY LTD (81 101 299 512), AUSTRALIAN PRECAST SOLUTIONS PTY LIMITED (37 113 220 894), Geotech Holdco Pty Ltd, GEOTECH PTY LTD (94 114 336 515)","63000358467, 84002153068, 18122363295, 50147880966, 52106594816, 66618030872, 59114553454, 99616868314, 19609210139, 52140915251, 40000201516, 84006337113, 81101299512, 37113220894, 94114336515",616740820,,https://modernslaveryregister.gov.au/statements/18191/,"Construction, civil engineering and building products","2023-1119, 2022-1301, 2021-2108"
2024-1246,2023-01-01,2023-12-31,Single,Australia,150-200M,ANSVAR INSURANCE LIMITED (21 007 216 506),,21007216506,,,https://modernslaveryregister.gov.au/statements/18094/,"Financial, insurance and real estate activities","2023-617, 2022-793, 2021-1933"
2024-1242,2023-01-01,2023-12-31,Joint,Switzerland,1BN+,"CREDIT SUISSE AG (17 061 700 712), CREDIT SUISSE HOLDINGS (AUSTRALIA) LIMITED, CREDIT SUISSE MANAGEMENT (AUSTRALIA) PTY LIMITED, UBS AG (47 088 129 613), UBS ASSET MANAGEMENT (AUSTRALIA) LTD (31 003 146 290), UBS HOLDINGS PTY LTD (50 050 101 249), UBS OPTIMUS FOUNDATION AUSTRALIA INTERNATIONAL LTD (52 669 614 957), UBS OPTIMUS FOUNDATION TRUSTEE PTY LTD (49 117 649 251), UBS SECURITIES AUSTRALIA LTD (62 008 586 481)",,"17061700712, 47088129613, 31003146290, 50050101249, 52669614957, 49117649251, 62008586481","008496713, 005678213",,https://modernslaveryregister.gov.au/statements/18009/,"Financial, insurance and real estate activities
Charitable / not-for-profit activities","2023-1154, 2023-505, 2022-1155, 2022-397, 2021-2295, 2021-1650"
2024-1290,2023-01-01,2023-12-31,Joint,Australia,700-800M,"GENERAL MOTORS AUSTRALIA AND NEW ZEALAND PTY LTD, GENERAL MOTORS AUSTRALIA PTY LTD, GENERAL MOTORS HOLDEN AUSTRALIA NSC PTY LTD, GM HOLDINGS AUSTRALIA PTY LTD",,,"006893232, 103162956, 603486933, 603486844",,https://modernslaveryregister.gov.au/statements/18616/,"Automotive, machinery and heavy electrical equipment",
2024-1288,2023-01-01,2023-12-31,Single,Australia,0-99M,NORDEX OCEANIA PTY LTD (22 128 202 102),,22128202102,,,https://modernslaveryregister.gov.au/statements/18615/,"Automotive, machinery and heavy electrical equipment
Utilities: gas, water and electricity
Construction, civil engineering and building products","2023-1771, 2022-1087"
2024-1289,2023-01-01,2023-12-31,Single,Australia,100-150M,DENTSPLY SIRONA PTY LIMITED (87 111 950 602),The Trustee for byte Au Unit Trust (68 476 361 935),"87111950602, 68476361935",,,https://modernslaveryregister.gov.au/statements/18614/,Healthcare and pharmaceuticals,"2023-1436, 2022-673, 2021-1653"
2024-1286,2023-01-01,2023-12-31,Single,Australia,100-150M,HENDRICKSON ASIA PACIFIC PTY LTD (21 004 992 769),,21004992769,,,https://modernslaveryregister.gov.au/statements/18613/,Other,"2025-59, 2023-528, 2022-1458"
2024-1285,2023-01-01,2023-12-31,Single,Australia,200-250M,PLENARY GROUP HOLDINGS PTY LTD (20 607 311 946),"PARITER HOLDINGS PTY LTD (21 651 365 874), PLENARY ASIA HOLDINGS PTY LTD (35 651 054 438), PLENARY ASSET MANAGEMENT PTY LTD (70 161 527 466), PLENARY EUROPE HOLDINGS PTY LTD (73 657 767 112), PLENARY INVESTMENT HOLDINGS PTY LTD (52 607 316 950), PLENARY ORIGINATION PTY LTD (83 161 527 519), PLENARY PROPERTY HOLDINGS PTY LTD (20 623 005 685)","21651365874, 35651054438, 70161527466, 73657767112, 20607311946, 52607316950, 83161527519, 20623005685",,,https://modernslaveryregister.gov.au/statements/18610/,"Construction, civil engineering and building products
Financial, insurance and real estate activities","2023-1308, 2022-690, 2021-2363"
2024-1275,2023-01-01,2023-12-31,Single,United States of America,900M-1BN,CUMMINS SOUTH PACIFIC PTY. LTD. (42 006 332 949),,42006332949,,,https://modernslaveryregister.gov.au/statements/18608/,"Automotive, machinery and heavy electrical equipment","2023-1082, 2022-1244, 2021-2020"
2024-1276,2023-01-01,2023-12-31,Joint,Australia,1BN+,"GOODMAN FIELDER CONSUMER FOODS PTY LIMITED (35 000 024 546), GOODMAN FIELDER PTY LIMITED (51 116 399 430), QUALITY BAKERS AUSTRALIA PTY LIMITED (45 004 205 449)",,"35000024546, 51116399430, 45004205449",,,https://modernslaveryregister.gov.au/statements/18604/,"Food and beverages, agriculture and fishing","2023-1323, 2022-1073, 2021-2051"
2024-1274,2023-01-01,2023-12-31,Single,United States of America,150-200M,BAIN INTERNATIONAL INC. (29 003 850 619),,29003850619,,,https://modernslaveryregister.gov.au/statements/18601/,"Professional and administrative services and supplies, including legal, consulting and accounting services","2023-1245, 2021-2790"
2024-1264,2023-01-01,2023-12-31,Single,Republic of Korea (South Korea),100-150M,GS GLOBAL AUSTRALIA PTY. LTD. (12 003 931 548),,12003931548,,,https://modernslaveryregister.gov.au/statements/18600/,"Construction, civil engineering and building products","2023-1222, 2022-941, 2021-2342"
2024-1272,2023-01-01,2023-12-31,Single,Australia,0-99M,Syrah Resources Limited (77 125 242 284),"Syrah Global DMCC, Syrah Technologies LLC, Twigg Exploration and Mining Limitada",77125242284,,,https://modernslaveryregister.gov.au/statements/18599/,"Mining, metals, chemicals and resources (including oil and gas)",2023-1311
2024-1291,2023-01-01,2023-12-31,Single,Australia,100-150M,WHITE & CASE (17 847 592 731),,17847592731,,,https://modernslaveryregister.gov.au/statements/18598/,"Professional and administrative services and supplies, including legal, consulting and accounting services",
2024-1266,2023-01-01,2023-12-31,Joint,Australia,1BN+,"BARRICK AFRICAN COPPER PTY LIMITED (73 089 128 076), BARRICK COPPER OVERSEAS PTY LIMITED (29 073 530 891), BARRICK (PD) AUSTRALIA PTY LIMITED (80 050 284 967), BARRICK RESOURCES (AUSTRALIA) PTY LIMITED (11 060 581 777)",,"73089128076, 29073530891, 80050284967, 11060581777",,,https://modernslaveryregister.gov.au/statements/18597/,"Mining, metals, chemicals and resources (including oil and gas)","2023-1505, 2022-1198, 2022-1566"
2024-1279,2023-01-01,2023-12-31,Joint,Australia,1BN+,"Powershop Australia Pty Limited (41 154 914 075), QGC COMMON FACILITIES COMPANY PTY LTD (33 139 569 485), QGC MIDSTREAM HOLDINGS PTY LTD (67 130 927 203), QGC MIDSTREAM INVESTMENTS PTY LTD (77 130 857 215), QGC PTY LIMITED (11 089 642 553), QGC TRAIN 1 PTY LTD (31 139 569 412), QGC Train 1 Tolling Pty Ltd (87 142 293 650), QGC TRAIN 2 PTY LTD (27 139 569 458), QGC Train 2 Tolling No.2 Pty Ltd (91 147 896 535), QGC Train 2 Tolling Pty Ltd (81 142 293 687), QGC UPSTREAM HOLDINGS PTY LTD (76 130 856 843), QGC UPSTREAM INVESTMENTS PTY LTD (86 131 104 651), QGC UPSTREAM LIMITED PARTNERSHIP (83 715 246 894), SHELL AUSTRALIA PTY LTD (14 009 663 576), SHELL ENERGY AUSTRALIA PTY LTD (18 085 757 446), SHELL ENERGY ENVIRONMENTAL PRODUCTS AUSTRALIA PTY LTD (82 065 879 950), SHELL ENERGY HOLDINGS AUSTRALIA LIMITED (69 054 260 776), SHELL ENERGY OPERATIONS PTY LTD (28 122 259 223), SHELL ENERGY RETAIL PTY LTD (87 126 175 460)",,"41154914075, 33139569485, 67130927203, 77130857215, 11089642553, 31139569412, 87142293650, 27139569458, 91147896535, 81142293687, 76130856843, 86131104651, 83715246894, 14009663576, 18085757446, 82065879950, 69054260776, 28122259223, 87126175460",,,https://modernslaveryregister.gov.au/statements/18595/,"Mining, metals, chemicals and resources (including oil and gas)","2023-1201, 2022-2567, 2022-1011, 2021-3505, 2021-2312, 2021-501"
2024-1280,2023-01-01,2023-12-31,Single,Australia,100-150M,LEVIAT PTY LTD (41 000 496 079),"CONNOLLY AUSTRALIA PTY. LTD. (91 070 171 630), HELIFIX (AUSTRALIA) PTY. LIMITED (64 003 308 870), ISEDIO AUSTRALIA PTY LTD (77 607 185 464)","91070171630, 64003308870, 77607185464, 41000496079",,,https://modernslaveryregister.gov.au/statements/18593/,"Construction, civil engineering and building products",
2024-1287,2023-01-01,2023-12-31,Joint,United States of America,700-800M,"Coulter Electronics Pty Limited, Danaher Australia Finance Pty Ltd (92 122 016 915), Danaher Australia Holding Pty Ltd (80 122 016 424), DJ Acquisition Pty Ltd (77 122 016 853), GLOBAL LIFE SCIENCES SOLUTIONS AUSTRALIA PTY LTD (55 634 241 731), LEICA BIOSYSTEMS MELBOURNE PTY LTD (72 008 582 401), Pall Australia Pty Ltd (80 136 524 868), Radiometer Medical Sales Pty Limited, VSE Holdings Pty Ltd (37 100 919 435)","AB SCIEX AUSTRALIA PTY LTD (47 139 252 752), BECKMAN COULTER AUSTRALIA PTY LTD (81 002 011 672), CEPHEID HOLDINGS PTY LIMITED (89 160 640 148), INTEGRATED DNA TECHNOLOGIES AUSTRALIA PTY LTD (73 617 178 800), LEICA MICROSYSTEMS PTY LTD (63 078 483 459), PHENOMENEX AUSTRALIA PTY LTD (82 091 987 870), RADIOMETER PACIFIC PTY LIMITED (68 000 571 013), VISION FINANCE CORPORATION LTD (86 006 736 090), VISION PROPERTIES PTY LTD (47 006 923 851), VISION SYSTEMS PTY LTD (45 008 050 093), VSL GROUP HOLDINGS PTY LTD (55 100 327 320)","47139252752, 81002011672, 89160640148, 92122016915, 80122016424, 77122016853, 55634241731, 73617178800, 72008582401, 63078483459, 80136524868, 82091987870, 68000571013, 86006736090, 47006923851, 45008050093, 37100919435, 55100327320","008476926, 003780185",,https://modernslaveryregister.gov.au/statements/18592/,Healthcare and pharmaceuticals,"2023-1229, 2022-1037, 2021-1911"
2024-1277,2023-01-01,2023-12-31,Single,Australia,450-500M,MURDOCH UNIVERSITY (61 616 369 313),"ALGAE HARVEST PTY LTD (82 662 061 798), INNOVATIVE CHIROPRACTIC LEARNING PTY LTD (58 107 431 050), Murdoch Investments Company Pty Ltd (52 105 212 422), MURDOCH RETIREMENT SERVICES PTY LTD (64 090 027 044), Murdoch Ventures Pty Ltd (48 107 431 069), The Trustee for The Alan & Iris Peacocke Research Foundation (15 514 076 960)","82662061798, 58107431050, 52105212422, 64090027044, 61616369313, 48107431069, 15514076960",,,https://modernslaveryregister.gov.au/statements/18585/,Education and research,"2025-590, 2023-566, 2022-1030, 2021-2545"
2024-1265,2023-01-01,2023-12-31,Single,Australia,100-150M,ACCIONA ENERGY AUSTRALIA GLOBAL PTY LTD (54 600 910 647),"ACCIONA ENERGY OCEANIA CONSTRUCTION PTY LTD (85 164 011 723), KARARA HOLDINGS PTY LTD (22 672 150 846)","54600910647, 85164011723, 22672150846",,,https://modernslaveryregister.gov.au/statements/18583/,"Utilities: gas, water and electricity","2023-1236, 2022-997, 2021-1798"
2024-1263,2023-01-01,2023-12-31,Single,Australia,300-350M,GILBARCO AUSTRALIA PTY LTD (93 000 020 799),"GILBARCO QUEENSLAND PTY LTD (27 668 047 489), NAVMAN WIRELESS AUSTRALIA PTY LIMITED (50 123 981 457)","93000020799, 27668047489, 50123981457",,,https://modernslaveryregister.gov.au/statements/18580/,"Automotive, machinery and heavy electrical equipment",2022-61
2024-1284,2023-01-01,2023-12-31,Single,Australia,800-900M,STRYKER AUSTRALIA PTY LTD,"TORNIER PTY LTD (50 102 560 985), Vocera Communications Australia Pty Limited, WRIGHT MEDICAL AUSTRALIA PTY LIMITED (85 138 540 986)","50102560985, 85138540986","002873850, 117117209",,https://modernslaveryregister.gov.au/statements/18567/,Healthcare and pharmaceuticals,
2024-1268,2023-01-01,2023-12-31,Joint,Australia,700-800M,"Frazer-Nash Consultancy Limited (20 578 377 332), KELLOGG BROWN & ROOT PTY LTD (91 007 660 317)",,"20578377332, 91007660317",,,https://modernslaveryregister.gov.au/statements/18560/,"Professional and administrative services and supplies, including legal, consulting and accounting services","2023-918, 2023-912, 2022-1201, 2022-1307, 2021-2854, 2021-2148, 2020-163"
2024-1269,2023-01-01,2023-12-31,Single,Austria,300-350M,RED BULL AUSTRALIA PTY. LTD. (67 085 840 259),,67085840259,,,https://modernslaveryregister.gov.au/statements/18554/,"Food and beverages, agriculture and fishing","2023-774, 2022-1062, 2021-2103"
2024-1282,2023-01-01,2023-12-31,Joint,Australia,800-900M,"ACCLIMATION PTY. LTD., CAPGEMINI AUSTRALIA PTY LIMITED (11 092 284 314), EMPIRED PTY LTD, RXP SERVICES PTY LIMITED, THE WORKSSYDNEY PTY. LTD., WHITESKY LABS PTY LTD",DARESAY PTY LTD,11092284314,"152878398, 610783312, 090503843, 146959917, 102213794, 141042382",,https://modernslaveryregister.gov.au/statements/18549/,Information technology and telecommunication,"2023-1438, 2022-835, 2021-1987"
2024-1267,2023-01-01,2023-12-31,Single,Australia,100-150M,EP2 Management Pty Limited (25 149 908 289),,25149908289,,,https://modernslaveryregister.gov.au/statements/18508/,"Consumer services, including accommodation, hospitality, tourism and leisure",
2024-1273,2023-01-01,2023-12-31,Single,Australia,1BN+,PADDY POWER AUSTRALIA PTY LIMITED (83 133 081 491),,83133081491,,,https://modernslaveryregister.gov.au/statements/18506/,"Media, publishing, arts and entertainment","2023-1199, 2022-876"
2024-1271,2023-01-01,2023-12-31,Joint,Australia,450-500M,"HYNE & SON PTY. LIMITED (67 009 660 995), MAYFLOWER ENTERPRISES PTY LTD","HYNE PALLETS PTY LTD, XLAM HOLDINGS PTY LTD",67009660995,"159554962, 607181662, 609643969",,https://modernslaveryregister.gov.au/statements/18193/,"Forestry, timber products, paper and containers and packaging","2025-409, 2021-2094"
2024-1315,2023-01-01,2023-12-31,Single,"Australia, Japan",150-200M,UACJ AUSTRALIA PTY. LIMITED,,,005579840,,https://modernslaveryregister.gov.au/statements/18648/,"Mining, metals, chemicals and resources (including oil and gas)",
2024-1314,2023-01-01,2023-12-31,Joint,Australia,200-250M,"BLUETANG HOLDINGS PTY LTD, NEMO (BC) BIDCO PTY LTD, NEMO (BC) HOLDCO PTY LTD, NEMO (BC) MIDCO PTY LTD, OAC GROUP PTY LTD, ONLY ABOUT CHILDREN PTY LTD","OAC NO. 1 PTY LTD (14 624 876 802), OAC Operations Pty Ltd",14624876802,"659125416, 614212716, 614209880, 614211219, 169895229, 601557911, 107666624",,https://modernslaveryregister.gov.au/statements/18642/,Education and research,2023-1042
